num,name,category,block,block2,will,rank,pros,NP,CSR,M,C,T,i,,,
395,天士力,医药,沪市主板,主板,应规,BB,稳定,483.04 ,43.72 ,15.94 ,17.23 ,8.68 ,1.88 ,,,
396,双鹭药业,医药,深市中小板,中小板,自愿,BB,稳定,"1,545.00 ",43.68 ,14.77 ,18.81 ,8.59 ,1.52 ,,,
397,宝信软件,信息技术业,沪市主板,主板,应规,BB,稳定,571.45 ,43.66 ,14.06 ,18.28 ,6.32 ,5.00 ,,,
398,国轩高科,机械,深市中小板,中小板,自愿,BB,稳定,669.00 ,43.58 ,14.06 ,19.34 ,7.89 ,2.29 ,,,
399,浙江龙盛,石油,沪市主板,主板,应规,BB,稳定,未披露,43.58 ,18.28 ,15.12 ,9.28 ,0.91 ,,,
400,上海环境,社会服务业,沪市主板,主板,自愿,BB,积极,"4,111.36 ",43.54 ,11.72 ,19.34 ,9.67 ,2.81 ,,,
401,华建集团,社会服务业,沪市主板,主板,自愿,BB,稳定,未披露,43.53 ,17.81 ,14.77 ,9.08 ,1.88 ,,,
402,潞安环能,采掘业,沪市主板,主板,自愿,BB,消极,未披露,43.53 ,18.05 ,15.12 ,10.36 ,0.00 ,,,
403,康芝药业,医药,深市创业板,创业板,自愿,BB,积极,"2,662.96 ",43.47 ,14.77 ,17.93 ,9.08 ,1.70 ,,,
404,中国巨石,金属,沪市主板,主板,应规,BB,稳定,未披露,43.41 ,15.70 ,18.46 ,8.19 ,1.06 ,,,
405,大秦铁路,交通运输,沪市主板,主板,应规,BB,稳定,未披露,43.40 ,13.13 ,19.16 ,7.99 ,3.13 ,,,
406,申通地铁,交通运输,沪市主板,主板,自愿,BB,稳定,"16,147.00 ",43.39 ,13.36 ,17.75 ,8.68 ,3.59 ,,,
407,乐普医疗,机械,深市创业板,创业板,应规,BB,稳定,30.64 ,43.34 ,15.00 ,18.63 ,9.08 ,0.63 ,,,
408,生益科技,电子业,沪市主板,主板,应规,BB,稳定,"1,218.69 ",43.23 ,14.77 ,18.81 ,7.99 ,1.67 ,,,
409,第一创业,金融,深市中小板,中小板,应规,BB,稳定,未披露,43.19 ,12.66 ,20.57 ,6.22 ,3.75 ,,,
410,太阳纸业,造纸,深市中小板,中小板,自愿,BB,稳定,124.00 ,43.07 ,15.23 ,17.40 ,8.68 ,1.75 ,,,
411,红宝丽,石油,深市中小板,中小板,自愿,BB,稳定,未披露,43.03 ,15.94 ,18.11 ,8.19 ,0.80 ,,,
412,城投控股,房地产业,沪市主板,主板,应规,BB,积极,29.08 ,42.99 ,18.05 ,14.41 ,9.28 ,1.25 ,,,
413,上实发展,房地产业,沪市主板,主板,应规,BB,稳定,"1,028.00 ",42.97 ,14.77 ,17.40 ,8.68 ,2.12 ,,,
414,*ST海投,社会服务业,沪市主板,主板,自愿,BB,稳定,未披露,42.97 ,14.53 ,15.82 ,9.18 ,3.44 ,,,
415,泰禾集团,房地产业,深市主板,主板,自愿,BB,稳定,114.43 ,42.94 ,16.41 ,17.75 ,8.78 ,0.00 ,,,
416,杰克股份,机械,沪市主板,主板,应规,BB,稳定,"2,555.00 ",42.92 ,15.23 ,17.05 ,9.18 ,1.46 ,,,
417,豫园商城,批发,沪市主板,主板,自愿,BB,稳定,454.25 ,42.90 ,16.41 ,16.70 ,8.19 ,1.61 ,,,
418,石化油服,采掘业,沪市主板,主板,自愿,BB,稳定,未披露,42.83 ,13.36 ,20.04 ,8.39 ,1.04 ,,,
419,汇川技术,机械,深市创业板,创业板,应规,BB,稳定,未披露,42.81 ,17.11 ,16.88 ,7.99 ,0.83 ,,,
420,南玻A,金属,深市主板,主板,自愿,BB,稳定,"1,166.90 ",42.80 ,13.59 ,18.81 ,8.19 ,2.21 ,,,
421,连云港,交通运输,沪市主板,主板,应规,BB,稳定,472.00 ,42.79 ,16.41 ,16.00 ,8.98 ,1.41 ,,,
422,江西长运,交通运输,沪市主板,主板,自愿,BB,稳定,"35,143.00 ",42.70 ,13.59 ,16.52 ,7.89 ,4.69 ,,,
423,三棵树,石油,沪市主板,主板,自愿,BB,稳定,25.15 ,42.66 ,16.41 ,16.17 ,9.18 ,0.91 ,,,
424,创业环保,电力,沪市主板,主板,自愿,BB,稳定,未披露,42.63 ,16.64 ,17.05 ,7.89 ,1.04 ,,,
425,徐工机械,机械,深市主板,主板,应规,BB,稳定,526.80 ,42.60 ,12.89 ,20.57 ,7.89 ,1.25 ,,,
426,奥克股份,石油,深市创业板,创业板,自愿,BB,稳定,"2,046.00 ",42.57 ,17.11 ,15.47 ,9.08 ,0.91 ,,,
427,广州港,交通运输,沪市主板,主板,自愿,BB,稳定,未披露,42.57 ,11.95 ,18.98 ,8.19 ,3.44 ,,,
428,奥飞娱乐,造纸,深市中小板,中小板,自愿,BB,稳定,未披露,42.52 ,15.47 ,16.17 ,9.38 ,1.50 ,,,
429,唐山港,交通运输,沪市主板,主板,应规,BB,稳定,"-1,630.19 ",42.51 ,15.23 ,15.47 ,8.68 ,3.13 ,,,
430,蓝色光标,社会服务业,深市创业板,创业板,自愿,BB,稳定,"1,609.97 ",42.47 ,11.02 ,19.86 ,8.78 ,2.81 ,,,
431,福田汽车,机械,沪市主板,主板,应规,BB,稳定,389.00 ,42.41 ,14.53 ,18.63 ,7.99 ,1.25 ,,,
432,大众交通,交通运输,沪市主板,主板,应规,BB,稳定,未披露,42.36 ,13.59 ,15.82 ,8.88 ,4.06 ,,,
433,中公教育,批发,深市中小板,中小板,自愿,BB,稳定,881.55 ,42.30 ,15.23 ,17.05 ,8.59 ,1.43 ,,,
434,山东高速,交通运输,沪市主板,主板,应规,BB,稳定,"1,153.00 ",42.30 ,15.23 ,16.35 ,8.68 ,2.03 ,,,
435,鸿博股份,造纸,深市中小板,中小板,自愿,BB,稳定,"2,943.89 ",42.25 ,14.06 ,18.46 ,8.98 ,0.75 ,,,
436,中顺洁柔,造纸,深市中小板,中小板,自愿,BB,稳定,5.14 ,42.23 ,13.13 ,18.46 ,7.89 ,2.75 ,,,
437,中泰化学,石油,深市中小板,中小板,应规,BB,稳定,407.00 ,42.20 ,12.89 ,18.81 ,8.68 ,1.82 ,,,
438,宁波海运,交通运输,沪市主板,主板,应规,BB,稳定,"2,428.00 ",42.19 ,15.70 ,16.52 ,8.09 ,1.88 ,,,
439,德邦股份,交通运输,沪市主板,主板,自愿,BB,稳定,235.63 ,42.13 ,15.23 ,16.17 ,7.60 ,3.13 ,,,
440,天源迪科,信息技术业,深市创业板,创业板,自愿,BB,稳定,456.00 ,42.12 ,11.25 ,20.74 ,7.01 ,3.13 ,,,
441,三友化工,石油,沪市主板,主板,应规,BB,稳定,200+,42.12 ,14.77 ,18.81 ,8.09 ,0.45 ,,,
442,海康威视,信息技术业,深市中小板,中小板,应规,BB,积极,"1,586.00 ",42.10 ,13.13 ,18.28 ,6.32 ,4.38 ,,,
443,冀东水泥,金属,深市主板,主板,自愿,BB,稳定,"11,353.00 ",42.07 ,14.30 ,17.75 ,8.09 ,1.92 ,,,
444,江苏神通,机械,深市中小板,中小板,自愿,BB,稳定,"1,483.00 ",42.06 ,14.53 ,18.11 ,8.59 ,0.83 ,,,
445,智飞生物,医药,深市创业板,创业板,应规,BB,稳定,103.34 ,42.02 ,13.13 ,19.34 ,7.60 ,1.96 ,,,
446,中国医药,医药,沪市主板,主板,应规,BB,积极,"1,451.37 ",42.02 ,15.00 ,17.75 ,8.19 ,1.07 ,,,
447,三钢闽光,金属,深市中小板,中小板,应规,BB,稳定,"1,545.00 ",42.00 ,14.53 ,16.88 ,7.99 ,2.60 ,,,
448,北京城建,房地产业,沪市主板,主板,应规,BB,积极,"6,506.89 ",41.96 ,15.23 ,17.58 ,7.89 ,1.25 ,,,
449,启迪桑德,社会服务业,深市主板,主板,自愿,BB,稳定,"1,230.08 ",41.92 ,15.47 ,15.47 ,8.49 ,2.50 ,,,
450,盐湖股份,石油,深市主板,主板,自愿,BB,稳定,643.91 ,41.91 ,15.00 ,15.82 ,9.28 ,1.82 ,,,
451,今创集团,机械,沪市主板,主板,自愿,BB,稳定,未披露,41.89 ,15.23 ,17.23 ,8.39 ,1.04 ,,,
452,兴瑞科技,电子业,深市中小板,中小板,自愿,BB,稳定,441.96 ,41.89 ,14.30 ,18.28 ,8.68 ,0.63 ,,,
453,通化东宝,医药,沪市主板,主板,自愿,BB,稳定,109.70 ,41.83 ,16.41 ,15.82 ,7.99 ,1.61 ,,,
454,建发股份,批发,沪市主板,主板,应规,BB,稳定,未披露,41.72 ,13.83 ,17.23 ,8.88 ,1.79 ,,,
455,方大集团,金属,深市主板,主板,自愿,BB,稳定,"7,632.00 ",41.69 ,15.00 ,17.93 ,7.99 ,0.77 ,,,
456,伊力特,食品,沪市主板,主板,自愿,BB,稳定,"2,246.16 ",41.67 ,11.25 ,21.80 ,8.09 ,0.54 ,,,
457,华伍股份,机械,深市创业板,创业板,自愿,BB,稳定,"42,788.62 ",41.67 ,15.23 ,16.00 ,8.98 ,1.46 ,,,
458,宝钛股份,金属,沪市主板,主板,应规,BB,稳定,未披露,41.63 ,13.36 ,19.51 ,7.80 ,0.96 ,,,
459,大华股份,电子业,深市中小板,中小板,应规,BB,稳定,未披露,41.59 ,13.59 ,18.28 ,8.88 ,0.83 ,,,
460,东方钽业,金属,深市主板,主板,自愿,BB,稳定,"2,529.43 ",41.58 ,15.23 ,16.52 ,8.09 ,1.73 ,,,
461,深圳能源,电力,深市主板,主板,自愿,BB,稳定,未披露,41.56 ,13.36 ,17.93 ,8.19 ,2.08 ,,,
462,四创电子,电子业,沪市主板,主板,应规,BB,稳定,未披露,41.54 ,15.47 ,16.35 ,8.68 ,1.04 ,,,
463,时代新材,石油,沪市主板,主板,应规,BB,稳定,未披露,41.52 ,14.30 ,18.63 ,8.59 ,0.00 ,,,
464,康缘药业,医药,沪市主板,主板,应规,BB,稳定,-426.96 ,41.50 ,13.59 ,17.40 ,8.09 ,2.41 ,,,
465,胜利股份,电力,深市主板,主板,自愿,BB,稳定,未披露,41.43 ,17.34 ,13.36 ,9.47 ,1.25 ,,,
466,汉缆股份,机械,深市中小板,中小板,自愿,BB,稳定,未披露,41.41 ,13.36 ,17.75 ,7.80 ,2.50 ,,,
467,金徽酒,食品,沪市主板,主板,自愿,BB,稳定,未披露,41.40 ,12.42 ,18.98 ,9.28 ,0.71 ,,,
468,格力地产,房地产业,沪市主板,主板,自愿,BB,稳定,未披露,41.34 ,14.77 ,17.23 ,8.29 ,1.06 ,,,
469,新钢股份,金属,沪市主板,主板,自愿,BB,稳定,513.00 ,41.22 ,13.36 ,18.81 ,7.89 ,1.15 ,,,
470,中广核技,石油,深市主板,主板,自愿,BB,稳定,"5,911.00 ",41.21 ,15.47 ,16.17 ,8.09 ,1.48 ,,,
471,贵研铂业,金属,沪市主板,主板,应规,BB,稳定,未披露,41.21 ,11.95 ,19.51 ,8.68 ,1.06 ,,,
472,中国武夷,房地产业,深市主板,主板,自愿,BB,稳定,184.74 ,41.17 ,14.06 ,17.75 ,8.59 ,0.77 ,,,
473,诺力股份,机械,沪市主板,主板,自愿,BB,稳定,未披露,41.14 ,11.25 ,18.81 ,8.59 ,2.50 ,,,
474,金新农,食品,深市中小板,中小板,自愿,BB,稳定,未披露,41.14 ,13.36 ,17.23 ,8.59 ,1.96 ,,,
475,ST冠福,医药,深市中小板,中小板,自愿,BB,稳定,-287.18 ,41.13 ,16.17 ,15.47 ,8.68 ,0.80 ,,,
476,金融街,房地产业,深市主板,主板,自愿,BB,稳定,未披露,41.12 ,15.94 ,15.64 ,8.19 ,1.35 ,,,
477,渤海租赁,社会服务业,深市主板,主板,自愿,BB,稳定,未披露,41.03 ,16.17 ,13.71 ,9.28 ,1.88 ,,,
478,中粮糖业,食品,沪市主板,主板,应规,BB,稳定,"2,279.00 ",41.02 ,13.83 ,17.77 ,7.99 ,1.43 ,,,
479,亚邦股份,石油,沪市主板,主板,自愿,BB,稳定,504.00 ,41.00 ,13.13 ,17.93 ,8.59 ,1.36 ,,,
480,威孚高科,机械,深市主板,主板,自愿,BB,稳定,161.56 ,40.93 ,13.59 ,17.40 ,8.68 ,1.25 ,,,
481,皖新传媒,传播与文化业,沪市主板,主板,自愿,BB,消极,"2,396.00 ",40.93 ,8.67 ,20.74 ,6.51 ,5.00 ,,,
482,中国卫星,信息技术业,沪市主板,主板,应规,BB,积极,"1,105.81 ",40.92 ,13.59 ,18.28 ,5.92 ,3.13 ,,,
483,雅戈尔,纺织,沪市主板,主板,应规,BB,稳定,未披露,40.88 ,15.23 ,16.35 ,8.59 ,0.71 ,,,
484,报喜鸟,纺织,深市中小板,中小板,自愿,BB,稳定,未披露,40.86 ,16.17 ,16.00 ,7.80 ,0.89 ,,,
485,北新建材,金属,深市主板,主板,应规,BB,稳定,未披露,40.84 ,14.30 ,17.23 ,7.20 ,2.12 ,,,
486,中环股份,机械,深市中小板,中小板,应规,BB,稳定,"2,465.98 ",40.76 ,14.77 ,15.29 ,9.87 ,0.83 ,,,
487,至纯科技,机械,沪市主板,主板,自愿,BB,稳定,632.56 ,40.76 ,16.41 ,14.94 ,8.78 ,0.63 ,,,
488,中牧股份,医药,沪市主板,主板,应规,BB,积极,32.44 ,40.67 ,15.00 ,16.70 ,7.89 ,1.07 ,,,
489,恒林股份,木材,沪市主板,主板,自愿,BB,稳定,未披露,40.66 ,14.30 ,15.29 ,8.88 ,2.19 ,,,
490,伊之密,机械,深市创业板,创业板,自愿,BB,稳定,170.95 ,40.63 ,13.83 ,17.40 ,8.98 ,0.42 ,,,
491,中新药业,医药,沪市主板,主板,自愿,BB,积极,175.60 ,40.62 ,13.36 ,17.93 ,7.99 ,1.34 ,,,
492,三环集团,电子业,深市创业板,创业板,应规,BB,积极,562.00 ,40.60 ,15.00 ,16.52 ,9.08 ,0.00 ,,,
493,华谊兄弟,传播与文化业,深市创业板,创业板,自愿,BB,稳定,"1,318.73 ",40.58 ,10.78 ,18.28 ,6.51 ,5.00 ,,,
494,通策医疗,社会服务业,沪市主板,主板,自愿,BB,积极,未披露,40.56 ,13.59 ,15.29 ,9.18 ,2.50 ,,,
495,会稽山,食品,沪市主板,主板,自愿,BB,稳定,327.00 ,40.55 ,13.83 ,17.93 ,7.89 ,0.89 ,,,
496,新兴铸管,金属,深市主板,主板,自愿,BB,稳定,未披露,40.54 ,15.23 ,16.35 ,8.19 ,0.77 ,,,
497,昆药集团,医药,沪市主板,主板,应规,BB,稳定,未披露,40.50 ,13.83 ,15.64 ,7.99 ,3.04 ,,,
498,永贵电器,电子业,深市创业板,创业板,自愿,BB,稳定,335.54 ,40.46 ,16.41 ,14.94 ,8.49 ,0.63 ,,,
499,河钢股份,金属,深市主板,主板,应规,BB,稳定,未披露,40.44 ,13.83 ,16.70 ,7.89 ,2.02 ,,,
500,南京银行,金融,沪市主板,主板,应规,BB,稳定,"3,626.00 ",40.42 ,11.72 ,17.23 ,6.32 ,5.16 ,,,
501,科陆电子,机械,深市中小板,中小板,自愿,BB,稳定,"11,073.00 ",40.41 ,13.59 ,17.23 ,9.18 ,0.42 ,,,
502,钢研高纳,金属,深市创业板,创业板,自愿,BB,稳定,"-1,220.00 ",40.35 ,15.00 ,16.00 ,8.59 ,0.77 ,,,
503,林洋能源,机械,沪市主板,主板,应规,BB,稳定,107.00 ,40.34 ,14.53 ,17.40 ,7.99 ,0.42 ,,,
504,闽东电力,电力,深市主板,主板,自愿,BB,稳定,未披露,40.34 ,14.06 ,15.29 ,8.49 ,2.50 ,,,
505,绿色动力,社会服务业,沪市主板,主板,自愿,BB,稳定,未披露,40.31 ,11.02 ,18.63 ,8.78 ,1.88 ,,,
506,中材节能,社会服务业,沪市主板,主板,自愿,BB,稳定,272.80 ,40.31 ,12.42 ,17.23 ,8.78 ,1.88 ,,,
507,北陆药业,医药,深市创业板,创业板,自愿,BB,积极,未披露,40.30 ,14.30 ,18.11 ,7.89 ,0.00 ,,,
508,济川药业,医药,沪市主板,主板,应规,BB,稳定,未披露,40.22 ,13.83 ,16.70 ,7.99 ,1.70 ,,,
509,中色股份,采掘业,深市主板,主板,自愿,BB,稳定,"1,687.86 ",40.20 ,13.83 ,17.75 ,7.99 ,0.63 ,,,
510,精功科技,机械,深市中小板,中小板,自愿,BB,稳定,未披露,40.20 ,15.94 ,15.47 ,8.59 ,0.21 ,,,
511,桂东电力,电力,沪市主板,主板,应规,BB,稳定,未披露,40.17 ,11.02 ,17.23 ,8.39 ,3.54 ,,,
512,星云股份,机械,深市创业板,创业板,自愿,BB,稳定,68.00 ,40.17 ,16.88 ,14.59 ,8.29 ,0.42 ,,,
513,杰瑞股份,机械,深市中小板,中小板,自愿,BB,稳定,未披露,40.03 ,13.83 ,16.17 ,8.78 ,1.25 ,,,
514,中国核建,建筑业,沪市主板,主板,应规,BB,消极,615.24 ,40.01 ,11.48 ,18.11 ,9.67 ,0.75 ,,,
515,浔兴股份,其他制造业,深市中小板,中小板,自愿,BB,稳定,960.83 ,40.00 ,13.59 ,16.41 ,10.00 ,-,,,
516,片仔癀,医药,沪市主板,主板,应规,BB,积极,未披露,39.96 ,13.13 ,16.52 ,7.99 ,2.32 ,,,
517,中闽能源,电力,沪市主板,主板,自愿,BB,稳定,"1,129.00 ",39.89 ,15.23 ,14.06 ,8.09 ,2.50 ,,,
518,厦门国贸,批发,沪市主板,主板,应规,BB,稳定,144.69 ,39.89 ,15.70 ,14.77 ,8.88 ,0.54 ,,,
519,中金岭南,金属,深市主板,主板,自愿,BB,稳定,"2,192.00 ",39.86 ,12.89 ,18.11 ,8.09 ,0.77 ,,,
520,芭田股份,石油,深市中小板,中小板,自愿,BB,稳定,未披露,39.81 ,15.23 ,16.00 ,7.89 ,0.68 ,,,
521,紫光股份,信息技术业,深市主板,主板,应规,BB,积极,9.24 ,39.67 ,10.31 ,19.69 ,5.92 ,3.75 ,,,
522,湖北能源,电力,深市主板,主板,自愿,BB,稳定,未披露,39.67 ,13.13 ,16.35 ,7.70 ,2.50 ,,,
523,古越龙山,食品,沪市主板,主板,应规,BB,稳定,未披露,39.63 ,12.19 ,18.46 ,8.09 ,0.89 ,,,
524,江西铜业,金属,沪市主板,主板,应规,BB,稳定,未披露,39.59 ,14.77 ,15.29 ,7.99 ,1.54 ,,,
525,泰达股份,批发,深市主板,主板,自愿,BB,稳定,"2,447.00 ",39.54 ,16.17 ,13.89 ,8.59 ,0.89 ,,,
526,福建水泥,金属,沪市主板,主板,自愿,BB,稳定,309.00 ,39.54 ,10.78 ,18.46 ,7.89 ,2.40 ,,,
527,方正证券,金融,沪市主板,主板,自愿,BB,积极,337.50 ,39.51 ,11.25 ,19.69 ,5.13 ,3.44 ,,,
528,通宝能源,电力,沪市主板,主板,应规,BB,稳定,未披露,39.49 ,13.83 ,14.24 ,8.09 ,3.33 ,,,
529,英力特,石油,深市主板,主板,自愿,BB,稳定,未披露,39.46 ,14.77 ,15.47 ,8.09 ,1.14 ,,,
530,深振业A,房地产业,深市主板,主板,自愿,BB,积极,26.85 ,39.45 ,14.30 ,16.00 ,8.19 ,0.96 ,,,
531,中联重科,机械,深市主板,主板,应规,BB,稳定,874.24 ,39.38 ,11.25 ,19.51 ,7.99 ,0.63 ,,,
532,冠农股份,食品,沪市主板,主板,应规,BB,稳定,未披露,39.24 ,14.53 ,15.12 ,8.88 ,0.71 ,,,
533,华安证券,金融,沪市主板,主板,应规,BB,稳定,94.61 ,39.23 ,11.25 ,18.46 ,6.71 ,2.81 ,,,
534,云铝股份,金属,深市主板,主板,自愿,BB,消极,554.00 ,39.18 ,11.25 ,17.40 ,9.47 ,1.06 ,,,
535,五矿发展,批发,沪市主板,主板,应规,BB,稳定,未披露,39.14 ,15.23 ,14.77 ,7.89 ,1.25 ,,,
536,万和电气,机械,深市中小板,中小板,自愿,BB,稳定,未披露,39.14 ,13.36 ,16.17 ,8.98 ,0.63 ,,,
537,西水股份,金融,沪市主板,主板,自愿,BB,稳定,488.92 ,39.11 ,10.31 ,19.16 ,4.64 ,5.00 ,,,
538,中核钛白,石油,深市中小板,中小板,自愿,BB,稳定,378.00 ,39.10 ,12.42 ,17.05 ,9.18 ,0.45 ,,,
539,欧菲光,电子业,深市中小板,中小板,应规,BB,稳定,未披露,39.06 ,14.30 ,14.24 ,9.28 ,1.25 ,,,
540,伟星股份,纺织,深市中小板,中小板,自愿,BB,稳定,未披露,39.04 ,15.23 ,14.59 ,8.68 ,0.54 ,,,
541,多氟多,石油,深市中小板,中小板,自愿,BB,稳定,未披露,39.04 ,12.89 ,16.52 ,8.49 ,1.14 ,,,
542,江山股份,石油,沪市主板,主板,应规,BB,稳定,未披露,39.02 ,12.19 ,17.93 ,7.99 ,0.91 ,,,
543,瀚叶股份,石油,沪市主板,主板,自愿,BB,稳定,392.00 ,39.00 ,13.83 ,16.00 ,9.18 ,0.00 ,,,
544,健民集团,批发,沪市主板,主板,应规,BB,稳定,未披露,38.90 ,13.13 ,15.82 ,8.88 ,1.07 ,,,
545,蓝焰控股,采掘业,深市主板,主板,自愿,BB,稳定,81.22 ,38.86 ,14.06 ,16.17 ,7.80 ,0.83 ,,,
546,上海新阳,石油,深市创业板,创业板,自愿,BB,稳定,未披露,38.85 ,11.95 ,18.28 ,8.39 ,0.23 ,,,
547,龙江交通,交通运输,沪市主板,主板,自愿,BB,稳定,未披露,38.71 ,13.59 ,14.59 ,9.28 ,1.25 ,,,
548,中航光电,信息技术业,深市中小板,中小板,自愿,BB,稳定,301.91 ,38.62 ,10.78 ,17.58 ,6.51 ,3.75 ,,,
549,上海凯宝,医药,深市创业板,创业板,自愿,BB,稳定,未披露,38.61 ,14.06 ,14.41 ,8.88 ,1.25 ,,,
550,中炬高新,食品,沪市主板,主板,自愿,BB,稳定,未披露,38.60 ,11.25 ,17.93 ,8.88 ,0.54 ,,,
551,巴安水务,电力,深市创业板,创业板,自愿,BB,积极,681.00 ,38.58 ,15.00 ,13.71 ,9.87 ,0.00 ,,,
552,嘉事堂,批发,深市中小板,中小板,自愿,BB,稳定,123.00 ,38.56 ,15.94 ,13.18 ,8.19 ,1.25 ,,,
553,天邦股份,食品,深市中小板,中小板,自愿,BB,稳定,570.61 ,38.49 ,13.13 ,16.88 ,7.60 ,0.89 ,,,
554,海油工程,采掘业,沪市主板,主板,应规,BB,稳定,未披露,38.48 ,13.59 ,16.70 ,8.19 ,0.00 ,,,
555,永高股份,石油,深市中小板,中小板,自愿,BB,稳定,80.00 ,38.43 ,13.13 ,16.52 ,8.78 ,0.00 ,,,
556,东华软件,信息技术业,深市中小板,中小板,应规,BB,稳定,244.67 ,38.43 ,12.66 ,13.71 ,7.89 ,4.17 ,,,
557,宁波港,交通运输,沪市主板,主板,应规,BB,稳定,未皮瘤,38.42 ,13.36 ,13.89 ,7.89 ,3.28 ,,,
558,横店东磁,机械,深市中小板,中小板,自愿,BB,稳定,未披露,38.41 ,14.53 ,15.29 ,8.59 ,0.00 ,,,
559,凯撒旅游,社会服务业,深市主板,主板,自愿,BB,稳定,688.96 ,38.32 ,16.17 ,10.90 ,9.38 ,1.88 ,,,
560,美克家居,批发,沪市主板,主板,应规,BB,积极,未披露,38.31 ,11.02 ,17.58 ,8.29 ,1.43 ,,,
561,上海建工,建筑业,沪市主板,主板,应规,BB,积极,未披露,38.28 ,14.06 ,15.82 ,7.89 ,0.50 ,,,
562,福能股份,电力,沪市主板,主板,应规,BB,稳定,"2,780.00 ",38.21 ,12.89 ,16.70 ,7.99 ,0.63 ,,,
563,国际医学,社会服务业,深市主板,主板,自愿,BB,稳定,"1,050.00 ",38.19 ,13.59 ,13.18 ,8.29 ,3.13 ,,,
564,老板电器,机械,深市中小板,中小板,应规,BB,稳定,未披露,38.18 ,13.59 ,15.29 ,8.88 ,0.42 ,,,
565,安阳钢铁,金属,沪市主板,主板,自愿,BB,稳定,"1,473.58 ",38.18 ,11.48 ,15.82 ,7.80 ,3.08 ,,,
566,妙可蓝多,食品,沪市主板,主板,自愿,BB,稳定,"1,850.00 ",38.15 ,13.59 ,14.77 ,9.08 ,0.71 ,,,
567,苏农银行,金融,沪市主板,主板,应规,BB,积极,10.64 ,38.15 ,13.59 ,15.12 ,6.32 ,3.13 ,,,
568,上海机电,机械,沪市主板,主板,应规,BB,稳定,802.00 ,38.14 ,11.25 ,17.23 ,7.99 ,1.67 ,,,
569,鲁商置业,房地产业,沪市主板,主板,应规,BB,积极,未披露,38.12 ,13.13 ,15.64 ,8.29 ,1.06 ,,,
570,荣安地产,房地产业,深市主板,主板,自愿,BB,稳定,162.00 ,38.11 ,12.19 ,16.00 ,8.49 ,1.44 ,,,
571,南京化纤,石油,沪市主板,主板,应规,BB,积极,未披露,38.09 ,15.23 ,13.36 ,7.80 ,1.70 ,,,
572,中原高速,交通运输,沪市主板,主板,应规,BB,稳定,未披露,38.09 ,11.02 ,15.12 ,7.89 ,4.06 ,,,
573,一汽轿车,机械,深市主板,主板,自愿,BB,稳定,804.00 ,38.02 ,15.94 ,13.18 ,8.49 ,0.42 ,,,
574,新安股份,石油,沪市主板,主板,自愿,BB,稳定,未披露,38.02 ,13.83 ,16.17 ,7.80 ,0.23 ,,,
575,平煤股份,采掘业,沪市主板,主板,自愿,BB,稳定,未披露,38.02 ,13.13 ,16.70 ,8.19 ,0.00 ,,,
576,翠微股份,批发,沪市主板,主板,自愿,BB,稳定,未披露,38.01 ,11.25 ,17.75 ,8.29 ,0.71 ,,,
577,上柴股份,机械,沪市主板,主板,应规,BB,稳定,174.63 ,38.01 ,12.66 ,16.00 ,7.89 ,1.46 ,,,
578,海航投资,房地产业,深市主板,主板,自愿,BB,积极,133.46 ,38.00 ,15.00 ,14.41 ,8.59 ,0.00 ,,,
579,晋西车轴,机械,沪市主板,主板,应规,BB,稳定,348.84 ,37.97 ,11.95 ,17.40 ,7.99 ,0.63 ,,,
580,新天科技,机械,深市创业板,创业板,自愿,BB,稳定,35.72 ,37.95 ,14.77 ,13.36 ,8.78 ,1.04 ,,,
581,太极股份,信息技术业,深市中小板,中小板,自愿,BB,稳定,149.10 ,37.91 ,11.72 ,16.52 ,5.92 ,3.75 ,,,
582,北京银行,金融,沪市主板,主板,应规,BB,消极,未披露,37.86 ,11.72 ,16.70 ,6.32 ,3.13 ,,,
583,金地集团,房地产业,沪市主板,主板,应规,BB,稳定,未披露,37.83 ,12.66 ,14.94 ,8.88 ,1.35 ,,,
584,广安爱众,电力,沪市主板,主板,自愿,BB,稳定,未披露,37.79 ,12.89 ,15.47 ,8.39 ,1.04 ,,,
585,国药股份,批发,沪市主板,主板,应规,BB,稳定,未披露,37.78 ,10.08 ,18.63 ,7.99 ,1.07 ,,,
586,航天机电,电子业,沪市主板,主板,应规,BB,稳定,"1,404.00 ",37.76 ,14.30 ,15.47 ,7.99 ,0.00 ,,,
587,晨光文具,其他制造业,沪市主板,主板,自愿,BB,稳定,未披露,37.75 ,12.19 ,15.04 ,10.53 ,-,,,
588,酒钢宏兴,金属,沪市主板,主板,自愿,BB,稳定,806.85 ,37.73 ,13.36 ,14.06 ,8.09 ,2.21 ,,,
589,漳州发展,批发,深市主板,主板,自愿,BB,稳定,未披露,37.70 ,12.66 ,15.29 ,8.68 ,1.07 ,,,
590,宏达高科,纺织,深市中小板,中小板,自愿,BB,稳定,92.13 ,37.62 ,11.72 ,16.70 ,8.49 ,0.71 ,,,
591,万达电影,传播与文化业,深市中小板,中小板,应规,BB,积极,未披露,37.60 ,9.84 ,17.23 ,5.53 ,5.00 ,,,
592,宇通客车,机械,沪市主板,主板,应规,BB,稳定,"1,295.00 ",37.57 ,10.31 ,18.63 ,7.80 ,0.83 ,,,
593,北方国际,建筑业,深市主板,主板,自愿,BB,积极,"2,301.00 ",37.53 ,13.13 ,15.29 ,8.49 ,0.63 ,,,
